Address,Amount
0xbc272fb3a57ef682a9236cf76e639dfe90a66750,70776977000000000000
0x3f4af6e9952b8cf65fa1e7a061d10fa01ee8b0d6,14238000000000000
0xe7908ddffe945b547a07cf9d61b08f8a9edb09b5,26793959000000000000
0x7c5eaca13133c55643922b9746d5c6e6c9e5f862,2163994056000000000000
0x671813687ef1c4f0dcccd6940880b0cb790364ad,349474353000000000000
0x6c36f5dfb952c7eaf251733a3572e5042fcf2b4c,3053764836000000000000
0x1ee284babbcedc1d2aaf72e5caa049b2ac37aee2,18513223000000000000
0x19daa43e03c02bc7eb3918a2283138428731e4a1,39977052000000000000
0xb6ea36753e274beaee379b9900fa0f6053f9a204,1000000000000
0x425e07eabe1e9367158a76f9ffb6a71757f519bb,638826013000000000000
0x5af8e967b04ac4525677777d5856d1c6723923c0,930142000000000000
0x9ea5b2817a7fc47ce87576c19de9b01e8949bbcc,6661061000000000000
0xf1bb85b4d326bd8743d3fc1feb440f16dd784cbd,1318655000000000000
0xe00b841251b8d8f0f78ab5ccd541f3773b8389db,105056828000000000000
0x5cc96df48740ca79a339acc2ff0362a04991888b,65000000000000
0x88c5f23cb1b9f4c8bc1f6c565c346cca606f4449,8495000000000000
0xc31ca0dfc4537d4c214c3ae94a14442d50729401,1000081634000000000000
0x9548f8046724b3a807df7bbc9e84fbbf59b8b7ef,254297000000000000
0x8a6ab47b1b794275c9e4d931e1f096de117d775c,13483213000000000000
0xce7912a19a4660caef1b2031769bf2d265f65c0a,45655000000000000
0x21376916d9dacb5550aa55c32d4265fd2fa1ba25,3010937000000000000
0x99e8799914fe0cafcdb9e852832ada956e14db39,1688065783000000000000
0x64cde0eb1341ef0b5495672e34f041417c6a4adb,1007944000000000000
0xc98b157d288543eb2f43cd0b6f94aa44c4d6391b,87611495000000000000
0xe92a405afa5f6a1b55f87f4bff1dd03bfcb144c3,87930236000000000000
0x96a84808e1a9a093ff16dd9550ab48f60cab5a7c,719349313000000000000
0x08d3215dcb15a79bd2280993a2191eadc34ab950,294081058000000000000
0x6cb3981d8f8696780525c872e24f6c552adc376f,1000000000000
0xe0492083497504d81b5d58b7831b995ffcf8d9f6,4439074000000000000
0x221b87c53c99afe17b43277b5331fd7629392677,1000000000000
0x7440444510048eed16041357ddb1f527a41448c6,423000000000000
0x35767be1d10c9bb896afb537527c5ee35b64f63e,28025946000000000000
0x6f8e021a86a99c8d1f74ca32dc0a74cd2da76473,111088127000000000000
0x6c2693f5a936f37ed03cfa8465bf2d8beff19a0f,519403000000000000
0x965b78533a72d2a18fa31f3449887572e9a54a1e,163000000000000
0x0d208306adccda6e3ef6ea36cf2d956161defbd5,1541744000000000000
0xe630b779f6b194af081883cc304b1b44b19246c8,8840621000000000000
0xf07add5ce0f6ac0db4105b34f74b899fead6274c,200000000000000000000
0xa5ae0a84d79217aa9e0a61fe1983ae1fe3419d1d,6614375000000000000
0xd31f6bcad59e7f4d6f00bcc9c786981d7b10abfb,18000000000000
0xfccae3bbc7d90e6b1f3108132db393d9c8cb9697,65196741000000000000
0x8b2bab117721c370032b27ca290acf282edd6ac8,134412287000000000000
0xaed8810b3f7367d63a6d6fd86dfb1878552d9d07,1228220985000000000000
0x3c0519c8eca2b971ba9e8c29cb2d9096f06664b3,282000000000000
0xcfad910be062b15c30fc307f31f70b220d0a5d2a,150130444000000000000
0x84a2d4423428108aaf0a112121e6ecc14bd07944,8917000000000000
0x66f3c3fbf65089bea354670b687fc66103e349cf,35116883000000000000
0xcfca2216c1bbb2604fd224b5ea05fb9584e962bf,122664193000000000000
0xda38bb65c07a1e33ed98944095f39bf431b6770a,61098402000000000000
0xf78ce842af15bcce94d8f7c8c015d6370aa09cfc,25260569000000000000
0x52179340f92f4b36a4ccc25d7bec73249792c877,125606586000000000000
0xa360d824cc464fac9dd8e90e3c4adb2166c07119,81109004000000000000
0x82139e3760d396d1a0b3704ef5a486578504ab3f,3750000000000000
0x8cdf58a46c134d0898ee396a3c4802fe7e6d0466,3554617000000000000
0xc467bb07d0509494e413b62f4f2797b6826f4ed8,741647398000000000000
0x4324224f5273e1a7b6fc83918b4167abc20a8d0a,1000000000000
0x046c075379898809e0c693fa18235794c208a975,2663880565000000000000
0x8504a9caf1582a674cbc596a8dc2b8b9dd922744,540645000000000000
0x9abe353247ae0d600fc7a5f06e1fe01039dd49cf,3580343128000000000000
0x9732f4ff29c2e37a9dae413add43c4e3367f624a,40816000000000000
0x578b776e9a8ff380c257a0dd274820c5d484c6ec,434856000000000000
0x65227fd76d2f3cfae811e22a0cb5d701c89fb949,17894817000000000000
0x4726bba4f416d840b2a8ac775a6a5d8981fc1dd4,870280000000000000
0x54d177b140da37b6ccd2a86cc8144dc5bc1a4bf2,1495237000000000000
0x95811c8511aa70012d050bdd9962377e22da9eda,43066487000000000000
0x9b98b0329ee42364d101ac8c03704b263909e3db,2001000000000000
0xe0a8f641819d66948d6d39ab9978259d6c7cfee8,1000000000000
0x5eb23fe613f6dddfb5b0028948679bdc5fe51b4d,2200036000000000000
0x5853ed4f26a3fcea565b3fbc698bb19cdf6deb85,535055000000000000
0x1dd888e48b5b9227110cf6d49c0b565c08fe76f1,969038000000000000
0xd01e12aeb10bc56c31bcb89cab4bdfdfd771025b,61423379000000000000
0x9d3cf9beb8582843450a3a079ccf2ee88220b090,50057373000000000000
0xe7fa5e5cfc3df4305a6436443417c4db4b24ee04,455785000000000000
0xd0b3a722045f9b3a7b5b5ea2d954ccaf723adda2,694695543000000000000
0xbca4d68be543dcefb1a8bccb519503f9ba3f2026,558457098000000000000
0x63c34ae55862df0bb7f0eff355b43005c9978bd6,5039546021000000000000
0xe0f221ec4beb4403ee168bb1ae6107d96daf5178,426357000000000000
0x4e5b2447077fbbe3bd3d69bee701344e9ca7a8dc,75250543053000000000000
0xfdaae9e905e4f2df79db2aa820507d25336287b6,1383081000000000000
0x525fae987fefc44313d562102e36498929138af5,6447000000000000
0xf58886c5a06873357e946e75a4a7e3051a1f061a,2500185000000000000
0x3b3f389d556acf95b011a09a0c3fd970589f039e,9611373000000000000
0x5cb01385d3097b6a189d1ac8ba3364d900666445,1667990000000000000
0xbbfffa45758126e0470bfac7c011f5b7e899ba8b,25000000000000
0x88888887c3ebd4a33e34a15db4254c74c75e5d4a,1005599000000000000
0xace5e4e92e7962c1104167ffec39f3b0e9f52c99,22115373000000000000
0x31cd785b11beaffc42d3f9461b245f891922e09c,20364141000000000000
0xb4dba91ecee5f8035731dfea984203b156adca69,1325537000000000000
0xf8c92a50eac2aa2f2edac8eb1034a08335130f20,50336881000000000000
0xc06a915208cbd2d241e7648357a054dc975fa01e,194275493000000000000
0x45354ba7fd880cb247f0940818dcc136b282ad3f,1000000000000
0x46ac736c13573625bba68025f3211a72105b70f9,959669000000000000
0x984c369da885c0f31cb92b47c20da80cd63f0c22,18702833000000000000
0x19db889e543081beac7cc0990bf7546c09acd78e,270801816000000000000
0x2ea1815b01067f68ef87895e0467a619340d5c8a,371957836000000000000
0xe892cccd9617ff003ed8a08052c258fb59f907f6,56827276000000000000
0xe59114cde5be8942e33636cafefed099ec64e0a6,5066000000000000
0xa4c25e89398e2076d022798b0510244b939363a2,1098009696000000000000
0xd1673b469c7e5ebef39900c45ca1f17d1a6b3227,253702780000000000000
0x00f866f9de015dba200557849eb928152102c05f,5820925000000000000
0x0dcc45896010d45ee16d77b8e0bf88fbacb733bb,3017000000000000
0xcb6222f4df04385ea08e8da2a5871131ff5f6cba,100613079000000000000
0xfb701fc05365be1f2ad3ff81f68e4807d3be5a93,72514575000000000000
0x47d574e85df71a059ec442cad8dee2224f58b0d8,1175186060000000000000
0xf6c847011cf1581e53a330afa81e3eb70616be1f,1012163895000000000000
0xee48afa1c2f69b4d02a4b509374d01ca650bb983,275710134000000000000
0x09e7cec5694a1adb67e234406a6411100528ffc7,53000000000000
0xf29961bb0704a9e11332504c4ae0fed8edca6da5,7095481000000000000
0x7f85e5ce67b7ff4808af11bf14a86b8af81c0f19,312270215000000000000
0xc4bf96568ace8c2f29df567a956dd30e5b052d01,76013684000000000000
0x8e4b1cfa2e852304c9f15b756dfb98eb29ee58a2,5367818000000000000
0xac95a33837c491972983dd72ef50e444f93739b9,718328000000000000
0x7d02044442bfcf9c484201b35779a32701f34aa8,21271483000000000000
0x019ba377234d9ee55ab512410a1cd8d33a599c1d,2109000000000000
0x9fb7ed50fc5bace2e7e1101e8fd6805c9a678c84,3903677000000000000
0xd5230744517ca07f0f2b6b2b708493882296d56f,1000000000000
0x07d8b183c428a92d193ff068442dd74944e1fe79,505697329000000000000
0xc6f1b92db5c7b82c3bc34c80706473f7f63db3dd,102894526000000000000
0xe0148d0431c2808c4c4361eea0784dc127ffd172,288000000000000
0x4077895a30d974d97b332fb08fd556c8fd9c965e,2775952000000000000
0x2756f3dc96b8cae209cdefbcd0a02c53cef148d4,714341000000000000
0xee1c8dbfbf958484c6a4571f5fb7b99b74a54aa7,697605000000000000
0x153e593445adee99423f9624c81c3dae7bb4dd9d,5128430656000000000000
0xe80207675d5ef1a902622fc4a99ab9fb07ce4ee7,311603096000000000000
0x57e1af1b909545a7133f40414ce0156ea5f0a638,1277586967000000000000
0xb413a1c0cd909397f5238354bf65d75a05eee3a4,2528995000000000000
0xa2feb304e0cb055406864d5960a18a04e7cf2633,1134877944000000000000
0xd4a204024a2954f6ed4763bcaff83102c99d6df9,1011394659000000000000
0x6a227c0f740b9a1fdb5dfc49000435046c820d44,1034229707000000000000
0x161542a8d797fcd07d2c26511d63dd27cdb79e01,3810374000000000000
0xfe008049ac2d185c4c7ead09af460fff170bf60a,60000000000000
0x9c9f6d4d9c46dd3f237906a73f46f432ded7398f,157000000000000
0x9c64d891b6d141c736cb9ea71ed9f8ea567a36c3,374073009000000000000
0xd4c1b35a3fe3c7828ba0d3b2715327ad1cada2a7,1308561811000000000000
0x802ec985fd4dfafeee70f228fbc99709f752b73e,1010856000000000000
0xfa33b570e6dd21802d5633ec03b22d2ab2956bd4,1010018611000000000000
0x72801f86fe159fa88be8f3a14bb1747f593e3dbf,12656665000000000000
0xbd60240987ab9754baf7f2c58b89a6d0ea4f003b,504500487000000000000
0x10c5af029f42579da7cdcaee1ef31aea624f12fe,2096769860000000000000
0xf1715d2db359f6212aac999e171f8597a62aa2f3,7087000000000000
0x2df17455b96dde3618fd6b1c3a9aa06d6ab89347,413896000000000000
0xa5224d7bbe8612b4e2c922434c6fc993ad421de8,93100956000000000000
0xbbbbb8c4364ec2ce52c59d2ed3e56f307e529a94,7886965000000000000
0x6ab643ec38cae722127642fdca4925ecbd9a1401,594948000000000000
0x0b2b7216a9f40b0bec45ccb9b5a2a4ba50165e9e,500573739000000000000
0x7a4e47a4e99e7d5eb9bb5a619e4475d1dc7b3ab9,1999121720000000000000
0x0f228805c03a693aa964a791e0b2e2c6e6c6513f,3029218462000000000000
0x17e743abdf2a34018189dc63f46cac67cfe984ea,83240737000000000000
0x0e641daab37e1687264ac04f863e380b92a5e4d1,2528000000000000
0xe066da3d20735948ffcd9d584d5918a51a1f9f6c,98842682000000000000
0x6ed730d28f03ff5a4d4ab011c5c1c2ce5503a2db,5920321000000000000
0x226bd43a2f91870f1cc0ff247ddcad09e0f008ab,4166199000000000000
0x593959c4f2b58d4cb843cfdbe76bc3627f134180,496000000000000
0xea4a47a5bfc7580f02861deb22da0e0cb6aea4ef,367000000000000
0x3cbd9044aaabef08ce93a68448e093cff405ad76,1698964000000000000
0x0d4584842d7ef0133c968020e1ec4f463b0f2d23,1000000000000
0x377ac2a3ada0952e54f538e51865dfc5fabcaed7,794734220000000000000
0xf18234cddc3290868f510c13db0c48eda820a8df,104020000000000000
0xaf1fbd7bd5d6e9d92606fec998f05bd42c3df4bc,257984834000000000000
0xefd8db062b1eb51a6d905d49d64efaaa353961a5,7328174000000000000
0x9d08673ca342dc781980c61528c91e99fe21db1d,50344108000000000000
0xd1e91541444e577a5cba3fcc0d151c01e74d4d6b,2783673000000000000
0x5dc4160dfc71c12d8f264c1aa723b2e66ab15af5,2627065000000000000
0xd421b58af6e1ddec7d0c0c3acee67eded59fae84,748485000000000000
0x5664010afc718cf8ecfd712574ccbfe83924148f,56433361000000000000
0x6599228bdab6695dce0d51881f205b9aaed31e34,115641907000000000000
0x9edb033a65a077819e07e0ee03188b5b671c303c,6696124638000000000000
0xfd1dfa1a323cc3b66a1fe525c0345eb4799243f8,2016681566000000000000
0x954b53bba4da95537738c6bb7f6fc17e24aa0f54,81684831489000000000000
0x513772b03a3b5774387042905b7b8f489002cc78,949209000000000000
0x95cf5354519a6ad2bd7e53fe7763201dfb24bfe4,120692892000000000000
0xbadaaaf7f5d6cfaa1e69b87e4698442bb0689b67,66263000000000000
0x84baea60a28de41ee321dfb27329d0aad9093d2e,26876000000000000
0x5431bd9c2fa85786b75b94de879d4c473971be35,3000000000000
0x8feee4c2509b14b75adcdc89b88deb7baf4b4f2a,3000000000000
0xdd3bf3a100b594e72265ce19078bec9996d049fa,19966887000000000000
0xf99e95067725272eb50420cc3706e3035d5369ec,100717871000000000000
0xea9d3e561069ebba25a48caeb18d8761a8082c89,3060000000000000
0x1729eb3e32c02e892b16b686a8f4e4e76139025f,4123000000000000
0xbd486c9bc38bb71ada7113ce3f2c9fa41b98e81a,6123188000000000000
0x853a4dce16c269505dc92b0f3b53ae9e8a80b228,1202480000000000000
0x2d53914cf626ffb125a6f9dc87c28aabf867a18c,195397871000000000000
0x2d6132ac75063692536059dd6a49cf5fb3624042,43054434000000000000
0x07c044e8b1c465fa0a886bd8ec56da4439b02d21,10529786400000000000000
0xb7f3976521efb72c5f065c79dc619a557f2e24b8,876583689000000000000
0xafa325535d0ffa929708be9dbd968e5e7b180a57,8851150000000000000
0x070415d711f7f4f6043394aeadcc36b104d83a92,133242000000000000
0xf0ee45c02747120c51f03d729554f7190f3b9276,2113862000000000000
0x2e6a27556bf03125b4db4704fcc86247d432365b,1448000000000000
0xe450e60c6ad9d46308c562a9f1dc06f5a77fad5e,1152000000000000
0xe447fe906487a6dc582a862a00bd8dae91c86e8b,12647538000000000000
0xe061beca18d55805d14af8072dc6396443b4c54f,122944020000000000000
0xb79a6f2d5f138be8f049d6966771b846be350944,95890371000000000000
0xc2dd1bdd6f4acbaa1a69bbd36c8a59aff7b3e063,26000000000000
0x3c473a87319826e6dc2737abadf8879e7c325661,11613284000000000000
0xfcbc54dd92b27299986bc3fbb7934f53ce3e300d,237917387000000000000
0x3ffa11acc1b21d44ddc39416f072c57e0b6ac957,10026909000000000000
0xd2eca46b81f114650a6170aaf1e36832a64bc8b3,30000000000000
0x90b83c2fb587b00b961f0ee0755b89c803f07945,7452000000000000
0xcb952b58d8939d95736231c89a67640fc8d4b94d,19055317000000000000
0xa07a0d3a5ea0908cf533bebab4ddd4e9073e533a,555105537000000000000
0xfde25e4a3b64a7470e55705a02dc3d2628602773,4853543000000000000
0x6181c44c062d76d08500cca54cb796ac7ecec24f,2142342309000000000000
0x9ecdd939aeb6d74c5f7cb9604d873d7c2766db51,1287354000000000000
0xaa8bb14b58e867514f4ad09d9de4b738dc2e5f36,659447618000000000000
0x247fcfdef8d1f4169bc6c5f52b2f73ca1288a9f9,1000000000000
0x553d68f907fafcb0a51feab3079cfc5e0b7be4ec,99956561000000000000
0x30faeb58016c7a979585f33d4258ef00b122c614,15231000000000000
0x3214e141bdae08be1f382a885cf3d2a448a5e780,1108569860000000000000
0xa96dfd5942c1d8c39f0e08b2bc055f412950e828,15975693000000000000
0x190ad96cd76382dbfce44cf7db915a71f974e1c8,79214000000000000
0x1fc850762b2714bf53df1fd05c4b1ac9eb93de8f,89613028000000000000
0xf7d32344c8e9b0d9cd57fe15bad06c6924b9263e,194119551000000000000
0xc54070da79e7e3e2c95d3a91fe98a42000e65a48,271993000000000000
0xf5d7bb6cb58f746dcb087c0d4129beb249730723,1646352822000000000000
0xdec068b3a229c2b8eea394feaf7b48ee57f7222f,901002644000000000000
0x21fddfd3557f807fb308a97950c613bbe89baa7f,805511000000000000
0x56eeb045258d16f041c8347e30cb783b650edce3,19721868000000000000
0x2c2e7dca11c0cf96e27ba53e196ab79b4c123b0a,1912130130000000000000
0x54d469bbeb168ef4f44d73b6d22ba0f11b82873a,2709000000000000
0xc0897785fb0c3e6289c350f501b36e7276dee92a,282946399000000000000
0x4167f26312c8fe15bf4b04c0e7e8958734eb6931,51000000000000
0x2bd37f67ef2894024d3ee52b20a6cb87d71b2933,382521000000000000
0xd7664c12b16b659a7e743adc28d4747eacbd5523,1218354000000000000
0xd367ab4d74f103dba4c09cc19a7aa0c75967b8c3,288522337000000000000
0x22c90bc05ac3275109a3d2b1990491a667930aa2,1000000000000
0x1f63a3753ded20a3765cc69aa02d91a14204c4f0,51439582000000000000
0xaa59d1f056e582c0ef065e0475c7ccd427938d4b,77406275000000000000
0x9df00f107c531981c44db2e73a216b47dab81046,42823734000000000000
0x88d2111ea32f1a81a02332ac65722bc4ff2118c7,1071802000000000000
0x29f2b1c3e18da9a71e18b8d21e8628f7d935ade9,234637116000000000000
0xacea3bdd0af0de51a8d2003fe76bf2310fb9c636,343017000000000000
0xa0e49a1b2eacadf5dfba7f9c02df71dc7fd56fb2,403295350000000000000
0xd02364b9ee5f21c5cf4e346c093e8ccde32f57c0,1162687732000000000000
0x292fa3225f8f6884e8c3c555143679787fbf9ee8,7107000000000000
0x412a66bdaede5aa901fb125db45c53956a3d835f,1864846467000000000000
0xcf79ac2cefb3eb3bfd57b8f3d3c1f0cc26bd7034,122669441000000000000
0x98468c0e9342d4e0ac3e09257251fab192992092,1320084000000000000
0x48f8e4f2ed6f3ad4ba2d41150af2db462721d264,218229000000000000
0xaf4b8d2214a6e486a9e7b142fdc0c14323022b02,948340523000000000000
0xf652049f5ec88515e76bc355562b825716d0d05f,1005955000000000000
0x6aab3a5d61c8e2b6b0f1b6701dfd7477b0b13a3f,2744407000000000000
0x57967be4b1778512b34f6dcd4344e30e62887dde,2453048383000000000000
0x089da352d9b9c929f2e41bd85769fafc31b67376,24813370000000000000
0xa0db06b78488834c9c8e65f5854200318f2cb179,401978000000000000
0x6e4efc631bf2d85fa978544813280d2988a5d2ee,753861000000000000
0x57201f406818e73d274824ef71c4207d82fa38d4,452705186000000000000
0x9a08883997cdae37e58c43928fd7dbfbf1624654,854465000000000000
0x03673e5131103e54b713f537554ae597c3edcf57,3000974541000000000000
0xe02cf3ed3705a92d89a0573a60e5e52f0eac52aa,1121230000000000000
0x7b3fc8884f69a30bea47013961e06c54fc003ad3,73165225000000000000
0x72dadd09171bd3044898020989c516e8b956cbdb,388865281000000000000
0xa0a377d13d29ce084037b76815c358c16e6a3405,40698362000000000000
0x392c725ffe9f6649e7b485252621302a78184c10,77761907000000000000
0x4e3e23277961b62696e77b2993d2deb6943a1b37,291277709000000000000
0x8deecb109b854aee9dcde0778e77b60d694697c3,15929825000000000000
0x07edcf4925bb219d02dc77a8e61abad3de2c9922,2570000000000000
0xc7599c9c280c3fdb94b3d0c0cfe9f86e08dbd961,344789788000000000000
0x8c25632048fde94511ba7da5785cbfca179f6b77,48105487000000000000
0x6b6c322888ef96d3dc2d4759450352eb71245900,6249953515000000000000
0x357f4da4c20d812d55543433c96c7a154b9a5c53,670491413000000000000
0xd4386a878b76715537b2f030f11a4ac933906daf,25623000000000000
0xee7c077abad180cb3c7c60fb29732bbb19815273,736827000000000000
0x2a724be1b63caec1c3ef95834fdd443c3347ee1d,20051701000000000000
0x3c6d4ff09fac50ca6ec6802d4a04d884ced969ec,45849573000000000000
0xe12d731750e222ec53b001e00d978901b134cfc9,2391620000000000000
0x8e150600934a63336c2d6e75a1b41d96039eb445,1208204000000000000
0xd8f89e6437b7d515706dcab8c9a8219eaf4863ce,138071654000000000000
0x2277525f82513525fa800239524fe462773fd43d,106355597000000000000
0x946911b1ab018978120455d8f05a9a24fd6534bc,58949065000000000000
0x6a4f702fdf49a348ed98a45e0298be8952fdf866,1000000000000
0x7c659bab15e8c8bed74f1b9c1c2cadee39884f19,95000000000000
0x4d9d6d039b58cbda951d052794f2e64ddd99e6ae,30046443000000000000
0x9d6075203fbc27847afe0edd4c1cf1a93de5196c,9007933000000000000
0x5bf64c6bbe1a0f3342b499c7f26b3fa3ead0cb0d,121720013000000000000
0xa5aa5f4d5f30e76bd2c6a7561fcdc77a740d436a,4399126000000000000
0x773b573a68318eb5506016981452b249ebcd4443,3406093190000000000000
0x2bf36220c20110b4cc2287d5ead8276e867d36b9,142895655000000000000
0xc1d98ab8e443b4dade07ce88c170f46f6382d0dc,1000000000000
0x45ba8f9d1c9a68b47ed73248f307fc30ce6af89a,41264000000000000
0xe55bc67c58a6ff75a7011b15c8bfecfd774e2045,325000000000000
0xb2812370f17465ae096ced55679428786734a678,700347000000000000
0x6b1323272059b2dbbfe5ffb79fd8b5fb561a216b,18678356000000000000
0x5a8e9fa98e02c96eac01ec44df16ab0aa16c3e91,43608936000000000000
0x33e7b2c5fed39d2dbb3e8c8e4c07df81b65d015b,2222623000000000000
0x82e3252313bedeedb03e1add530dda936d38ade8,472683465000000000000
0xeed1a716e101d3a2bf1728ec421a8b4227f3b653,17019209000000000000
0x7efdec1d3fa35a11906928c5b4416c5c8ebb8ff6,12119083000000000000
0xdcd1d1d4ab3f82abad68b1bde4b69c1b051cacd4,1768389000000000000
0x5275817b74021e97c980e95ede6bbac0d0d6f3a2,292926000000000000
0xfe916249feb19b2099c9e16266b24a23e9c44ed3,1340990684000000000000
0x2c9ce0894515c31c557ffbeb987c2b2018b304ad,505447000000000000
0xbb103a0e7abe338de3b5222eb6dfe8e50f17d376,3233024333000000000000
0x93893f7e609888801ea67a586fc40fdb06f8b700,1439111786000000000000
0xa3cc3893b0d952c312afbd42d48d5b3b1ac177ff,1211066000000000000
0xa4a1ffc4b4fb9f215136bf95753676e7899a141f,15371499000000000000
0xd4edb2c764a0864772c6a42c41cbd3239c7b5d2b,7177011000000000000
0x678edfa56dc0d299f6ed58f0f095b14d2587ae86,53329525000000000000
